CLAVE,Year,agriculture,business_support,construction,entertainment,finance,hospitality,management,manufacturing,media,mining,other_services,professional_services,real_estate,retail,transport,wholesale,UE,micro_firms,small_firms,medium_firms,big_firms
31084,2015,0,0.009174311926605505,0.0061162079510703364,0.012232415902140673,0.01529051987767584,0.08256880733944955,0,0.27217125382262997,0.0061162079510703364,0,0.12844036697247707,0.0061162079510703364,0.012232415902140673,0.43425076452599387,0,0.01529051987767584,327,95.72,3.36,0.61,0.31
31084,2019,0.0029411764705882353,0.0029411764705882353,0.0058823529411764705,0.014705882352941176,0.014705882352941176,0.09705882352941177,0,0.2529411764705882,0.0058823529411764705,0,0.13823529411764707,0.0058823529411764705,0.008823529411764706,0.4264705882352941,0,0.023529411764705882,340,93.82,5.29,0.59,0.29
31085,2015,0,0.004074979625101874,0,0.0024449877750611247,0.0024449877750611247,0.040749796251018745,0,0.7196414017929911,0.004074979625101874,8.149959250203749e-4,0.03993480032599837,8.149959250203749e-4,0.004074979625101874,0.14425427872860636,0,0.03667481662591687,1227,97.8,2.12,0.08,0
31085,2019,0,0.005405405405405406,0,0.004054054054054054,0.002027027027027027,0.05,0,0.7108108108108108,0.002027027027027027,6.756756756756757e-4,0.0445945945945946,0.004054054054054054,0.0033783783783783786,0.15743243243243243,0,0.015540540540540541,1480,97.5,2.3,0.2,0
31086,2015,0,0,0,0.007407407407407408,0.007407407407407408,0.037037037037037035,0,0.37777777777777777,0.007407407407407408,0,0.14074074074074075,0,0.007407407407407408,0.4,0,0.014814814814814815,135,98.52,1.48,0,0
31086,2019,0,0,0,0.0055248618784530384,0,0.143646408839779,0,0.46408839779005523,0.0055248618784530384,0,0.11602209944751381,0,0.0055248618784530384,0.2541436464088398,0,0.0055248618784530384,181,98.9,1.1,0,0
31087,2015,0,0.02976190476190476,0,0.005952380952380952,0.005952380952380952,0.16071428571428573,0,0.1130952380952381,0,0,0.11904761904761904,0.005952380952380952,0.023809523809523808,0.5059523809523809,0,0.02976190476190476,168,97.02,2.38,0.6,0
31087,2019,0.008849557522123894,0.022123893805309734,0,0.01327433628318584,0.008849557522123894,0.19911504424778761,0,0.09734513274336283,0,0,0.1504424778761062,0.004424778761061947,0.035398230088495575,0.4424778761061947,0,0.017699115044247787,226,95.13,4.87,0,0
31088,2015,0,0.010869565217391304,0,0,0.010869565217391304,0.07608695652173914,0,0.22826086956521738,0.010869565217391304,0,0.09782608695652174,0,0,0.5543478260869565,0,0.010869565217391304,92,100,0,0,0
31088,2019,0,0.008333333333333333,0,0.008333333333333333,0,0.09166666666666666,0,0.4083333333333333,0.008333333333333333,0,0.08333333333333333,0,0,0.39166666666666666,0,0,120,98.33,1.67,0,0
31089,2015,0,0.012139605462822459,7.587253414264037e-4,0.009484066767830045,0.020106221547799695,0.14946889226100152,0,0.20295902883156297,0.0030349013657056147,3.7936267071320183e-4,0.12063732928679818,0.013277693474962063,0.017450682852807285,0.41084977238239756,0.0015174506828528073,0.03793626707132018,2636,91.24,8.35,0.3,0.11
31089,2019,7.037297677691766e-4,0.007037297677691766,7.037297677691766e-4,0.015833919774806474,0.012667135819845179,0.16995073891625614,0,0.20126671358198453,0.0024630541871921183,3.518648838845883e-4,0.12420830401125968,0.013722730471498945,0.02040816326530612,0.39549612948627727,0.0031667839549612948,0.03201970443349754,2842,90.75,8.87,0.39,0
31090,2015,0,0.024096385542168676,0,0,0.012048192771084338,0.07228915662650602,0,0.14457831325301204,0.012048192771084338,0,0.1566265060240964,0,0,0.54216867469879515,0,0.03614457831325301,83,96.39,3.61,0,0
31090,2019,0,0.019417475728155338,0,0.019417475728155338,0.02912621359223301,0.13592233009708737,0,0.13592233009708737,0.009708737864077669,0,0.1262135922330097,0,0.009708737864077669,0.4854368932038835,0,0.02912621359223301,103,96.12,3.88,0,0
31091,2015,0,0.00816326530612245,0,0.009523809523809525,0.0163265306122449,0.10884353741496598,0,0.34829931972789113,0.004081632653061225,0,0.07210884353741497,0,0.0013605442176870747,0.4204081632653061,0.0027210884353741495,0.00816326530612245,735,94.97,4.63,0.27,0.14
31091,2019,0,0.003181336161187699,0,0.01166489925768823,0.007423117709437964,0.1007423117709438,0,0.3870625662778367,0.003181336161187699,0,0.05726405090137858,0,0.0010604453870625664,0.42311770943796395,0.0010604453870625664,0.0042417815482502655,943,96.18,3.29,0.53,0
31092,2015,0,0.00949367088607595,0,0.0031645569620253164,0.03481012658227848,0.04430379746835443,0,0.5822784810126582,0.0031645569620253164,0,0.06962025316455696,0,0,0.25316455696202533,0,0,316,100,0,0,0
31092,2019,0,0.008645533141210375,0,0,0.005763688760806916,0.04610951008645533,0,0.6282420749279539,0,0,0.06051873198847262,0,0,0.2478386167146974,0,0.002881844380403458,347,99.42,0.58,0,0
31093,2015,0,0.017628205128205128,0,0.017628205128205128,0.022435897435897436,0.14743589743589744,0,0.15865384615384615,0.00641025641025641,0,0.17467948717948717,0.008012820512820512,0.02564102564102564,0.40224358974358976,0,0.019230769230769232,624,94.55,4.97,0.32,0.16
31093,2019,0.001447178002894356,0.010130246020260492,0,0.02170767004341534,0.020260492040520984,0.17655571635311143,0,0.1808972503617945,0.005788712011577424,0,0.17655571635311143,0.015918958031837915,0.024602026049204053,0.34442836468885674,0,0.02170767004341534,691,91.32,8.25,0.29,0
31094,2015,0,0.0031645569620253164,0,0.0031645569620253164,0,0.03164556962025317,0,0.7563291139240507,0.006329113924050633,0,0.056962025316455694,0.0031645569620253164,0,0.13291139240506328,0,0.006329113924050633,316,97.15,2.85,0,0
31094,2019,0,0.002577319587628866,0,0.005154639175257732,0,0.023195876288659795,0,0.7577319587628866,0.007731958762886598,0,0.06443298969072164,0,0,0.13144329896907217,0,0.007731958762886598,388,96.91,3.09,0,0
31095,2015,0,0.015503875968992248,0,0.031007751937984496,0.007751937984496124,0.16279069767441862,0,0.09302325581395349,0.007751937984496124,0,0.13178294573643412,0.007751937984496124,0.03875968992248062,0.4728682170542636,0,0.031007751937984496,129,96.12,3.1,0,0.78
31095,2019,0,0.011764705882352941,0,0.029411764705882353,0.023529411764705882,0.18823529411764706,0,0.08235294117647059,0.0058823529411764705,0,0.15294117647058825,0.01764705882352941,0.041176470588235294,0.4117647058823529,0.0058823529411764705,0.029411764705882353,170,94.12,5.29,0,0.59
31096,2015,0.0038771249627199524,0.020280345958842826,0.001789442290486132,0.010736653742916791,0.014912019087384432,0.14703250820161048,0,0.1410677005666567,0.0023859230539815092,0,0.18311959439308081,0.018192663286609005,0.011929615269907545,0.41932597673725025,0.0026841634357291978,0.022666269012824338,3353,92.51,6.86,0.48,0.15
31096,2019,0.012479652740097666,0.010309278350515464,0.002984264785675529,0.015463917525773196,0.010851871947911014,0.1782419967444384,0,0.16359196961475855,0.002984264785675529,0,0.18339663591969615,0.018990775908844276,0.008138903960933261,0.36625067824199675,0.004340748779164406,0.021975040694519804,3686,91.13,8.14,0.54,0.16
31097,2015,0,0.01775147928994083,0,0.011834319526627219,0.005917159763313609,0.14792899408284024,0,0.20118343195266272,0,0,0.14201183431952663,0,0.011834319526627219,0.4378698224852071,0.005917159763313609,0.01775147928994083,169,95.86,2.96,0,1.18
31097,2019,0,0.009523809523809525,0,0.004761904761904762,0.004761904761904762,0.21428571428571427,0,0.2,0.014285714285714285,0,0.1380952380952381,0,0.004761904761904762,0.3904761904761905,0,0.01904761904761905,210,99.05,0.95,0,0
31098,2015,0,0.012903225806451613,0,0.005376344086021506,0.005376344086021506,0.1010752688172043,0,0.47419354838709676,0.002150537634408602,0,0.07956989247311828,0.0064516129032258064,0.0064516129032258064,0.2924731182795699,0.001075268817204301,0.012903225806451613,930,97.1,2.8,0.11,0
31098,2019,0.001899335232668566,0.011396011396011397,0,0.013295346628679962,0.005698005698005698,0.13580246913580246,0,0.43209876543209874,0.001899335232668566,0,0.09306742640075974,0.004748338081671415,0.008547008547008548,0.27350427350427353,0,0.018043684710351376,1053,96.87,2.94,0.19,0
31099,2015,0,0.004273504273504274,0,0.004273504273504274,0.008547008547008548,0.038461538461538464,0,0.6709401709401709,0.004273504273504274,0.004273504273504274,0.04700854700854701,0,0,0.21367521367521367,0.004273504273504274,0,234,97.44,2.56,0,0
31099,2019,0,0.003076923076923077,0,0.006153846153846154,0,0.05846153846153846,0,0.6923076923076923,0,0.003076923076923077,0.052307692307692305,0,0.003076923076923077,0.17846153846153845,0.003076923076923077,0,325,98.46,1.54,0,0
31100,2015,0,0.012048192771084338,0,0,0,0.07228915662650602,0,0.13253012048192772,0.012048192771084338,0,0.10843373493975904,0,0.012048192771084338,0.6024096385542169,0,0.04819277108433735,83,95.18,4.82,0,0
31100,2019,0.009009009009009009,0,0,0,0,0.12612612612612611,0,0.13513513513513514,0.009009009009009009,0,0.13513513513513514,0,0.018018018018018018,0.5135135135135135,0.009009009009009009,0.04504504504504504,111,92.79,7.21,0,0
