CLAVE,Year,agriculture,business_support,construction,entertainment,finance,hospitality,management,manufacturing,media,mining,other_services,professional_services,real_estate,retail,transport,wholesale,UE,micro_firms,small_firms,medium_firms,big_firms
14068,2019,0,0.006772009029345372,0.004514672686230248,0.020316027088036117,0.01805869074492099,0.15124153498871332,0,0.09255079006772009,0.004514672686230248,0,0.14221218961625282,0.01580135440180587,0.002257336343115124,0.4966139954853273,0.006772009029345372,0.03837471783295711,443,95.49,4.29,0.23,0
14069,2015,0,0.010526315789473684,0,0.042105263157894736,0.031578947368421054,0.14736842105263157,0,0.06315789473684211,0.010526315789473684,0,0.12631578947368421,0.021052631578947368,0,0.47368421052631576,0.010526315789473684,0.06315789473684211,95,96.84,3.16,0,0
14069,2019,0.009174311926605505,0,0,0.01834862385321101,0.03669724770642202,0.14678899082568808,0,0.14678899082568808,0.01834862385321101,0,0.11926605504587157,0.027522935779816515,0,0.4036697247706422,0.009174311926605505,0.06422018348623854,109,96.33,3.67,0,0
14070,2015,0,0.022207707380796866,0.001959503592423253,0.014532984977139125,0.005225342913128674,0.11479425212279556,0,0.15137165251469628,0.001959503592423253,0,0.1445133899412149,0.0070215545395166555,0.012083605486610059,0.47599608099281515,0.011757021554539516,0.036577400391900716,6124,91.36,6.73,0.96,0.95
14070,2019,1.5491866769945777e-4,0.013632842757552286,0.002633617350890782,0.013942680092951201,0.017195972114639815,0.10580945003872967,3.0983733539891554e-4,0.14438419829589466,0.0013942680092951202,0,0.1515104570100697,0.0063516653756777695,0.013632842757552286,0.47978311386522077,0.012083656080557708,0.037180480247869865,6455,89.6,8.16,1.21,0.54
14071,2015,0,0,0,0.020833333333333332,0.041666666666666664,0.0625,0,0.041666666666666664,0.020833333333333332,0,0.14583333333333334,0.020833333333333332,0.020833333333333332,0.5833333333333334,0,0.041666666666666664,48,97.92,2.08,0,0
14071,2019,0,0,0,0.020833333333333332,0.041666666666666664,0.0625,0,0.0625,0.020833333333333332,0,0.08333333333333333,0.020833333333333332,0.020833333333333332,0.625,0.020833333333333332,0.020833333333333332,48,100,0,0,0
14072,2015,0,0.010380622837370242,0,0.02422145328719723,0.010380622837370242,0.13494809688581316,0,0.16608996539792387,0.010380622837370242,0,0.12110726643598616,0.02422145328719723,0.01384083044982699,0.4602076124567474,0,0.02422145328719723,289,94.81,4.5,0.69,0
14072,2019,0,0.0026954177897574125,0.0026954177897574125,0.029649595687331536,0.008086253369272238,0.16172506738544473,0,0.18867924528301888,0.005390835579514825,0,0.14016172506738545,0.013477088948787063,0.008086253369272238,0.41509433962264153,0.0026954177897574125,0.0215633423180593,371,91.11,8.89,0,0
14073,2015,0,0.014300847457627119,0.001853813559322034,0.015095338983050847,0.007944915254237288,0.1408898305084746,0,0.07521186440677965,0.0023834745762711866,5.296610169491525e-4,0.13109110169491525,0.012182203389830509,0.009533898305084746,0.5598516949152542,0.005561440677966102,0.023569915254237288,3776,94.01,5.4,0.34,0.24
14073,2019,0,0.008761255779995133,0.0029204185933317107,0.013385251886103676,0.00535410075444147,0.14821124361158433,2.433682161109759e-4,0.06911657337551716,9.734728644439036e-4,4.867364322219518e-4,0.1321489413482599,0.013871988318325626,0.010464833292771964,0.5636407885130202,0.0058408371866634215,0.024580189827208568,4109,92.24,7.06,0.39,0.17
14074,2015,0,0.01871345029239766,0.0011695906432748538,0.019883040935672516,0.00935672514619883,0.09824561403508772,0,0.12280701754385964,0.0035087719298245615,0,0.15087719298245614,0.021052631578947368,0.014035087719298246,0.4982456140350877,0.005847953216374269,0.03625730994152047,855,94.27,5.03,0.7,0
14074,2019,0,0.008879023307436182,0.0022197558268590455,0.014428412874583796,0.005549389567147614,0.08990011098779134,0,0.14761376248612654,0.0022197558268590455,0,0.1564927857935627,0.022197558268590455,0.008879023307436182,0.49278579356270813,0.006659267480577136,0.042175360710321866,901,90.9,8.55,0.44,0
14075,2015,0.0051813471502590676,0.0051813471502590676,0,0.03626943005181347,0.015544041450777202,0.13989637305699482,0,0.17616580310880828,0.0051813471502590676,0,0.09844559585492228,0.0051813471502590676,0.010362694300518135,0.45595854922279794,0.015544041450777202,0.031088082901554404,193,96.89,2.59,0,0.52
14075,2019,0.006211180124223602,0,0,0.037267080745341616,0.024844720496894408,0.11801242236024845,0,0.20496894409937888,0.006211180124223602,0,0.09937888198757763,0.006211180124223602,0.006211180124223602,0.453416149068323,0.018633540372670808,0.018633540372670808,161,95.65,4.35,0,0
14076,2015,0,0.02097902097902098,0,0.02097902097902098,0.03496503496503497,0.16083916083916083,0,0.11188811188811189,0.006993006993006993,0,0.0979020979020979,0.006993006993006993,0,0.5104895104895105,0.006993006993006993,0.02097902097902098,143,94.41,4.2,1.4,0
14076,2019,0,0.014705882352941176,0,0.029411764705882353,0.029411764705882353,0.13970588235294118,0,0.08823529411764706,0.014705882352941176,0,0.11029411764705882,0.007352941176470588,0,0.5441176470588235,0.007352941176470588,0.014705882352941176,136,97.79,1.47,0.74,0
14077,2015,0.001763668430335097,0.01675485008818342,0,0.029982363315696647,0.009700176366843033,0.1402116402116402,0,0.09347442680776014,0.006172839506172839,0,0.15961199294532627,0.014991181657848324,0.008818342151675485,0.48412698412698413,0.003527336860670194,0.030864197530864196,1134,94.97,4.5,0.26,0.26
14077,2019,0.007395234182415777,0.010682004930156122,0,0.01725554642563681,0.010682004930156122,0.13968775677896467,0,0.09942481511914544,0.00657354149548069,0,0.17830731306491374,0.014790468364831553,0.013968775677896467,0.4609695973705834,0.0024650780608052587,0.03779786359901397,1217,93.67,5.51,0.74,0.08
14078,2015,6.430868167202572e-4,0.012861736334405145,0.0012861736334405145,0.01414790996784566,0.0077170418006430866,0.11254019292604502,0,0.16977491961414792,0.0019292604501607716,0,0.12604501607717042,0.02122186495176849,0.010289389067524116,0.4906752411575563,0.002572347266881029,0.02829581993569132,1555,93.25,6.05,0.45,0.26
14078,2019,0,0.011273957158962795,0.002254791431792559,0.011837655016910935,0.007891770011273957,0.12288613303269448,0,0.20969560315670802,0.0011273957158962795,0,0.13246899661781286,0.018038331454340473,0.008455467869222097,0.43799323562570464,0.004509582863585118,0.03156708004509583,1774,90.14,8.91,0.68,0.23
14079,2015,0,0.024745269286754003,0,0.008733624454148471,0.011644832605531296,0.08879184861717612,0,0.19359534206695778,0.002911208151382824,0.008733624454148471,0.11353711790393013,0.01601164483260553,0.017467248908296942,0.4978165938864629,0.002911208151382824,0.013100436681222707,687,95.34,3.93,0.73,0
14079,2019,0.005847953216374269,0.019005847953216373,0.0029239766081871343,0.01608187134502924,0.008771929824561403,0.13157894736842105,0,0.1301169590643275,0.0043859649122807015,0.008771929824561403,0.12134502923976608,0.019005847953216373,0.0043859649122807015,0.5131578947368421,0.0043859649122807015,0.01023391812865497,684,92.54,5.85,0.88,0.29
14080,2015,0,0.012658227848101266,0,0.02531645569620253,0.02531645569620253,0.34177215189873417,0,0.08860759493670886,0.012658227848101266,0.012658227848101266,0.06329113924050633,0.02531645569620253,0,0.379746835443038,0,0.012658227848101266,79,91.14,7.59,1.27,0
14080,2019,0,0,0,0.0707070707070707,0.030303030303030304,0.32323232323232326,0,0.13131313131313133,0.020202020202020204,0.010101010101010102,0.0707070707070707,0,0.010101010101010102,0.31313131313131315,0,0.020202020202020204,99,91.92,7.07,1.01,0
14081,2015,0,0.02040816326530612,0,0.030612244897959183,0,0.15306122448979592,0,0.1326530612244898,0.01020408163265306,0,0.1836734693877551,0.02040816326530612,0.01020408163265306,0.40816326530612246,0,0.030612244897959183,98,93.88,5.1,1.02,0
14081,2019,0.009433962264150943,0.018867924528301886,0,0.03773584905660377,0,0.16037735849056603,0,0.20754716981132076,0.009433962264150943,0,0.16981132075471697,0.009433962264150943,0.009433962264150943,0.330188679245283,0.009433962264150943,0.02830188679245283,106,94.34,5.66,0,0
14082,2015,0.0017595307917888563,0.01407624633431085,0,0.0093841642228739,0.011143695014662757,0.11319648093841642,0,0.14545454545454545,0.002346041055718475,0,0.16363636363636364,0.0281524926686217,0.0064516129032258064,0.47390029325513194,0.004105571847507331,0.026392961876832845,1705,94.31,4.93,0.7,0.06
14082,2019,0.001571503404924044,0.007333682556312206,0.001571503404924044,0.009429020429544265,0.012572027239392353,0.13672079622839184,0,0.13462545835515977,0.003666841278156103,0,0.1686746987951807,0.023048716605552647,0.008381351492928235,0.464641173389209,0.0041906757464641176,0.02357255107386066,1909,94.76,4.5,0.52,0.1
14083,2015,0.0016897600540723217,0.019601216627238932,0.0027036160865157146,0.025008448800270363,0.009800608313619466,0.13991213247718823,0,0.08516390672524501,0.004055424129773572,6.759040216289286e-4,0.15849949307198377,0.012504224400135181,0.012504224400135181,0.5038864481243663,0.0033795201081446434,0.020615072659682324,2959,94.73,4.8,0.37,0.1
14083,2019,0.002004008016032064,0.009352037408149633,0.003006012024048096,0.01903807615230461,0.013360053440213761,0.15798263193052772,0,0.08283233132932531,0.003674014696058784,0,0.15664662658650635,0.012692050768203072,0.012358049432197728,0.49498997995991983,0.004008016032064128,0.028056112224448898,2994,94.15,5.08,0.57,0.13
14084,2015,0,0.010554089709762533,0,0.01978891820580475,0.009234828496042216,0.16226912928759896,0,0.1345646437994723,0.0013192612137203166,0,0.12401055408970976,0.0079155672823219,0.0079155672823219,0.4947229551451187,0.00395778364116095,0.023746701846965697,758,96.17,3.69,0.13,0
14084,2019,0,0.006211180124223602,0.002070393374741201,0.016563146997929608,0.012422360248447204,0.16356107660455488,0,0.20600414078674947,0.002070393374741201,0,0.13768115942028986,0.011387163561076604,0.005175983436853002,0.41304347826086957,0.004140786749482402,0.019668737060041408,966,94.2,5.59,0.21,0
14085,2015,7.31528895391368e-4,0.019019751280175568,0,0.019019751280175568,0.018288222384784197,0.11338697878566203,0,0.08558888076079005,0.005852231163130944,7.31528895391368e-4,0.20190197512801755,0.02487198244330651,0.008778346744696415,0.4637893196781273,0.002926115581565472,0.03511338697878566,1367,91.95,7.39,0.37,0.29
14085,2019,0.0042796005706134095,0.009985734664764621,0.0014265335235378032,0.024251069900142655,0.019971469329529243,0.11840228245363767,0,0.07631954350927246,0.004992867332382311,7.132667617689016e-4,0.20470756062767476,0.021398002853067047,0.011412268188302425,0.4629101283880171,0.007845934379457917,0.03138373751783167,1402,91.08,7.92,0.71,0.21
14086,2015,0,0.009628610729023384,0,0.012379642365887207,0.013755158184319119,0.18019257221458046,0,0.1265474552957359,0.002751031636863824,0,0.11966987620357634,0.012379642365887207,0.009628610729023384,0.48418156808803303,0.002751031636863824,0.026134800550206328,727,94.22,5.09,0.41,0.28
14086,2019,0.005509641873278237,0.008264462809917356,0,0.015151515151515152,0.015151515151515152,0.18181818181818182,0,0.12396694214876033,0.0027548209366391185,0,0.1184573002754821,0.015151515151515152,0.009641873278236915,0.4696969696969697,0.004132231404958678,0.030303030303030304,726,93.11,6.61,0.28,0
14087,2015,0,0.014360313315926894,0,0.03263707571801567,0.006527415143603133,0.11096605744125326,0,0.12924281984334204,0.006527415143603133,0.0013054830287206266,0.17493472584856398,0.010443864229765013,0.009138381201044387,0.47389033942558745,0.005221932114882507,0.024804177545691905,766,96.87,3,0.13,0
14087,2019,0,0.010404624277456647,0,0.026589595375722544,0.008092485549132947,0.1260115606936416,0,0.12485549132947976,0.003468208092485549,0.0011560693641618498,0.17572254335260115,0.013872832369942197,0.012716763005780347,0.4624277456647399,0.011560693641618497,0.023121387283236993,865,95.61,4.39,0,0
14088,2015,0.0015625,0.0140625,0.0015625,0.0171875,0.009375,0.1609375,0,0.09375,0.00625,0.003125,0.171875,0.0109375,0.0125,0.4578125,0.0046875,0.034375,640,94.53,5,0.31,0.16
14088,2019,0.0013698630136986301,0.00684931506849315,0.00410958904109589,0.019178082191780823,0.012328767123287671,0.16164383561643836,0,0.10410958904109589,0.0013698630136986301,0.0013698630136986301,0.17671232876712328,0.01643835616438356,0.015068493150684932,0.44246575342465755,0.005479452054794521,0.031506849315068496,730,94.38,5.07,0.55,0
14089,2015,0,0.024096385542168676,0,0.024096385542168676,0.024096385542168676,0.13253012048192772,0,0.08433734939759036,0,0,0.08433734939759036,0,0.012048192771084338,0.5542168674698795,0.012048192771084338,0.04819277108433735,83,98.8,1.2,0,0
14089,2019,0,0.011235955056179775,0,0.033707865168539325,0.011235955056179775,0.14606741573033707,0,0.07865168539325842,0.011235955056179775,0,0.056179775280898875,0,0.011235955056179775,0.6067415730337079,0,0.033707865168539325,89,97.75,2.25,0,0
14090,2015,0.007936507936507936,0.010582010582010581,0,0.042328042328042326,0.010582010582010581,0.08465608465608465,0,0.13227513227513227,0.005291005291005291,0,0.17989417989417988,0.013227513227513227,0.015873015873015872,0.4497354497354497,0.013227513227513227,0.03439153439153439,378,95.77,3.97,0.26,0
14090,2019,0.004878048780487805,0.00975609756097561,0,0.02195121951219512,0.012195121951219513,0.12926829268292683,0,0.11707317073170732,0.007317073170731708,0,0.15609756097560976,0.01951219512195122,0.012195121951219513,0.44878048780487806,0.00975609756097561,0.05121951219512195,410,93.17,6.1,0.73,0
14091,2015,0.0018472906403940886,0.014778325123152709,6.157635467980296e-4,0.01847290640394089,0.011083743842364532,0.1311576354679803,0,0.13669950738916256,0.003078817733990148,0.0018472906403940886,0.13054187192118227,0.01600985221674877,0.005541871921182266,0.49261083743842365,0.004310344827586207,0.03140394088669951,1624,94.83,4.86,0.18,0.12
14091,2019,0.0016750418760469012,0.010050251256281407,5.583472920156337e-4,0.014517029592406477,0.0072585147962032385,0.12897822445561138,0,0.15522054718034617,0.002233389168062535,0,0.15187046342825236,0.01954215522054718,0.006700167504187605,0.4667783361250698,0.00446677833612507,0.03015075376884422,1791,93.75,5.81,0.34,0.11
14092,2015,0,0.022222222222222223,0,0.007407407407407408,0.018518518518518517,0.13333333333333333,0,0.08148148148148149,0.011111111111111112,0,0.15925925925925927,0.014814814814814815,0.011111111111111112,0.4962962962962963,0.011111111111111112,0.03333333333333333,270,95.56,4.07,0.37,0
14092,2019,0.0072992700729927005,0.014598540145985401,0,0.010948905109489052,0.01824817518248175,0.12773722627737227,0,0.08394160583941605,0.010948905109489052,0,0.16058394160583941,0.010948905109489052,0.010948905109489052,0.4854014598540146,0.01824817518248175,0.040145985401459854,274,92.7,7.3,0,0
14093,2015,8.607086501219337e-4,0.02037010471955243,0.004446994692296658,0.016496915794003728,0.012623726868455028,0.11461770190790417,0,0.10844928991536365,0.003873188925548702,0,0.16927270119064697,0.029550996987519725,0.013484435518576962,0.45158513843064124,0.008750537942906327,0.04561755845646249,6971,90.6,8.26,0.83,0.3
14093,2019,8.751458576429405e-4,0.0161901983663944,0.005980163360560093,0.01575262543757293,0.012835472578763127,0.11274795799299883,0,0.09903733955659276,0.002187864644107351,0,0.17269544924154026,0.0323803967327888,0.010210035005834306,0.4579929988331389,0.010210035005834306,0.05090431738623104,6856,87,11.36,1.15,0.38
14094,2015,8.602150537634409e-4,0.022795698924731184,0.0017204301075268817,0.02924731182795699,0.00903225806451613,0.17161290322580644,0,0.13032258064516128,0.005161290322580645,0.003870967741935484,0.13806451612903226,0.014193548387096775,0.018494623655913978,0.4313978494623656,0.0064516129032258064,0.016774193548387096,2325,93.98,4.95,0.95,0.13
14094,2019,0.0021413276231263384,0.014989293361884369,8.565310492505353e-4,0.018843683083511777,0.008565310492505354,0.18843683083511778,0,0.13147751605995717,0.0017130620985010706,8.565310492505353e-4,0.14775160599571735,0.013704496788008565,0.018843683083511777,0.4197002141327623,0.008137044967880086,0.02398286937901499,2335,89.85,8.69,1.11,0.34
14095,2015,0.014925373134328358,0.011194029850746268,0,0.029850746268656716,0.014925373134328358,0.16044776119402984,0,0.09701492537313433,0.0037313432835820895,0,0.12686567164179105,0.011194029850746268,0.011194029850746268,0.4962686567164179,0.0037313432835820895,0.018656716417910446,268,95.52,3.36,1.12,0
14095,2019,0.013793103448275862,0.0034482758620689655,0.0034482758620689655,0.027586206896551724,0.013793103448275862,0.23103448275862068,0,0.08620689655172414,0.0034482758620689655,0,0.1206896551724138,0.013793103448275862,0.0034482758620689655,0.4482758620689655,0.010344827586206896,0.020689655172413793,290,95.86,3.45,0.34,0.34
14096,2015,0,0.01675257731958763,0,0.01804123711340206,0.007731958762886598,0.1172680412371134,0,0.07989690721649484,0.007731958762886598,0,0.15335051546391754,0.019329896907216496,0.00902061855670103,0.5335051546391752,0.002577319587628866,0.03479381443298969,776,96.01,3.74,0.26,0
14096,2019,0.008869179600886918,0.012195121951219513,0,0.022172949002217297,0.0066518847006651885,0.1130820399113082,0,0.082039911308204,0.004434589800443459,0,0.16518847006651885,0.012195121951219513,0.008869179600886918,0.5332594235033259,0.004434589800443459,0.026607538802660754,902,92.9,6.1,0.89,0.11
14097,2015,4.143875352229405e-4,0.0257749046908669,0.0018233051549809381,0.013674788662357036,0.010691198408751865,0.1302005635670479,0,0.0890933200729322,0.0029007127465605835,0,0.14453837228576163,0.008536383225592574,0.014917951268025857,0.5237029670147522,0.009696668324216808,0.02403447704293055,12066,91.02,7.11,1.09,0.79
14097,2019,0.0013331462250912153,0.014454111703620544,0.0026662924501824306,0.015366264383946112,0.02280381700813921,0.1446112826269997,0,0.08356721863598092,0.002315464496211058,1.40331181588549e-4,0.1501543642997474,0.00891103003087286,0.015366264383946112,0.5037187763120965,0.009051361212461409,0.025540275049115914,14252,88.19,9.51,1.34,0.52
14098,2015,1.9610727067706035e-4,0.023287738392900915,0.0024513408834632546,0.014609991665440997,0.006716674020689317,0.12354758052654802,4.902681766926509e-5,0.10844732068441437,0.0014708045300779527,1.9610727067706035e-4,0.16394567828602247,0.009020934451144776,0.014413884394763935,0.4830612344952689,0.010442712163553464,0.038142864146688236,20397,90.69,7.5,1.17,0.64
14098,2019,3.958305845098298e-4,0.014381844570523815,0.003958305845098298,0.014337863394467168,0.013634164577560804,0.13598979636715486,0,0.11597836126138013,0.0013634164577560803,4.3981176056647754e-5,0.16932752781809385,0.009939745788802393,0.014865637507146942,0.4556010027708141,0.010643444605708756,0.03953907727492633,22737,88.19,9.77,1.37,0.43
14099,2015,0,0.009708737864077669,0,0.043689320388349516,0.019417475728155338,0.11650485436893204,0,0.1262135922330097,0.009708737864077669,0,0.11165048543689321,0.0048543689320388345,0,0.5436893203883495,0.0048543689320388345,0.009708737864077669,206,98.54,1.46,0,0
14099,2019,0.013392857142857142,0.013392857142857142,0,0.017857142857142856,0.017857142857142856,0.13392857142857142,0,0.15178571428571427,0.008928571428571428,0,0.10714285714285714,0,0,0.5089285714285714,0,0.026785714285714284,224,97.32,2.68,0,0
14100,2015,0.0019267822736030828,0.018304431599229287,9.633911368015414e-4,0.015414258188824663,0.014450867052023121,0.15414258188824662,0,0.07129094412331406,0.005780346820809248,0.0038535645472061657,0.1791907514450867,0.0038535645472061657,0.00674373795761079,0.4720616570327553,0,0.05202312138728324,1038,96.44,3.28,0.19,0.1
14100,2019,0.012345679012345678,0.013798111837327523,0.0014524328249818446,0.01888162672476398,0.011619462599854757,0.1888162672476398,0,0.0915032679738562,0.004357298474945534,0.002178649237472767,0.16630355846042122,0.010893246187363835,0.005809731299927378,0.4335511982570806,0.0036310820624546117,0.034858387799564274,1377,93.25,5.66,0.87,0.22
14101,2015,2.2848003655680585e-4,0.022219683555149368,0.0010281601645056263,0.017250242760038843,0.005597760895641743,0.11235505797680928,0,0.15890786542525848,0.0018849603015936483,5.712000913920146e-5,0.15708002513280403,0.006511681041868967,0.013537442165990747,0.46969783515165364,0.0045124807219969155,0.029131204660992747,17507,93.97,5.4,0.47,0.15
14101,2019,4.393673110720562e-4,0.012521968365553603,0.0013181019332161687,0.016091827768014058,0.008457820738137082,0.1109402460456942,5.4920913884007027e-5,0.1616871704745167,8.787346221441124e-4,0,0.16295035149384884,0.00757908611599297,0.013345782073813709,0.4724297012302285,0.004448594024604569,0.026856326889279438,18208,92.38,6.95,0.52,0.11
14102,2015,0.0036101083032490976,0.021660649819494584,0,0.02888086642599278,0.021660649819494584,0.11191335740072202,0,0.11913357400722022,0.010830324909747292,0,0.17328519855595667,0.007220216606498195,0.010830324909747292,0.4296028880866426,0.01444043321299639,0.04693140794223827,277,92.42,7.22,0.36,0
14102,2019,0,0.009404388714733543,0.006269592476489028,0.03134796238244514,0.0219435736677116,0.11912225705329153,0,0.16614420062695925,0.012539184952978056,0,0.15987460815047022,0.01567398119122257,0.009404388714733543,0.38557993730407525,0.018808777429467086,0.0438871473354232,319,92.48,6.58,0.63,0.31
14103,2015,0,0.018691588785046728,0.003115264797507788,0.037383177570093455,0.006230529595015576,0.12149532710280374,0,0.1059190031152648,0.012461059190031152,0.003115264797507788,0.14330218068535824,0.006230529595015576,0.01557632398753894,0.5046728971962616,0,0.021806853582554516,321,97.51,1.87,0.31,0.31
14103,2019,0,0.013071895424836602,0.0032679738562091504,0.029411764705882353,0.013071895424836602,0.16666666666666666,0,0.10784313725490197,0.013071895424836602,0.0032679738562091504,0.1437908496732026,0,0.016339869281045753,0.47058823529411764,0.0032679738562091504,0.016339869281045753,306,94.44,4.58,0.33,0.33
14104,2015,0,0.0392156862745098,0,0.0196078431372549,0.0196078431372549,0.22549019607843138,0,0.09803921568627451,0.00980392156862745,0,0.1568627450980392,0.00980392156862745,0.00980392156862745,0.38235294117647056,0.00980392156862745,0.0196078431372549,102,97.06,2.94,0,0
14104,2019,0,0.021052631578947368,0.021052631578947368,0.06315789473684211,0.021052631578947368,0.16842105263157894,0,0.11578947368421053,0.010526315789473684,0,0.17894736842105263,0.031578947368421054,0.010526315789473684,0.3157894736842105,0.021052631578947368,0.021052631578947368,95,94.74,5.26,0,0
14105,2015,0.0023014959723820483,0.012658227848101266,0,0.01611047180667434,0.011507479861910242,0.12082853855005754,0,0.08285385500575373,0.0034522439585730723,0,0.14959723820483314,0.01726121979286536,0.006904487917146145,0.4890678941311853,0.012658227848101266,0.07479861910241657,869,96.2,3.22,0.58,0
14105,2019,0.003996003996003996,0.006993006993006993,0,0.01998001998001998,0.015984015984015984,0.12087912087912088,0,0.08691308691308691,0.001998001998001998,0,0.14485514485514486,0.015984015984015984,0.011988011988011988,0.5154845154845155,0.007992007992007992,0.04695304695304695,1001,94.31,5.19,0.4,0
14106,2015,0,0,0,0.07079646017699115,0.008849557522123894,0.13274336283185842,0,0.10619469026548672,0.008849557522123894,0,0.12389380530973451,0,0.008849557522123894,0.4690265486725664,0.008849557522123894,0.061946902654867256,113,93.81,4.42,0.88,0.88
14106,2019,0,0.01,0,0.08,0.09,0.12,0,0.08,0.01,0,0.13,0,0,0.43,0,0.05,100,96,3,1,0
14107,2015,0,0.009345794392523364,0,0.014018691588785047,0.018691588785046728,0.14018691588785046,0,0.08411214953271028,0.009345794392523364,0,0.12149532710280374,0.014018691588785047,0.009345794392523364,0.5420560747663551,0.009345794392523364,0.028037383177570093,214,98.13,1.87,0,0
14107,2019,0.0176678445229682,0.007067137809187279,0,0.01060070671378092,0.014134275618374558,0.17667844522968199,0,0.08833922261484099,0.007067137809187279,0,0.14840989399293286,0.007067137809187279,0.01060070671378092,0.4734982332155477,0.0035335689045936395,0.0353356890459364,283,94.35,4.24,0.71,0.71
14108,2015,5.91715976331361e-4,0.027218934911242602,0.002366863905325444,0.01301775147928994,0.011242603550295858,0.08106508875739644,0,0.14852071005917158,0.0035502958579881655,0.001183431952662722,0.1650887573964497,0.023076923076923078,0.023668639053254437,0.47692307692307695,0.004142011834319527,0.018343195266272188,1690,96.21,3.49,0.24,0.06
14108,2019,5.875440658049354e-4,0.015863689776733254,0.0017626321974148062,0.022326674500587545,0.009400705052878966,0.10869565217391304,0,0.14277320799059928,0.004112808460634548,0.0011750881316098707,0.17685076380728554,0.01762632197414806,0.01880141010575793,0.4588719153936545,0.004700352526439483,0.01645123384253819,1702,93.42,5.76,0.41,0.18
14109,2015,0,0.006024096385542169,0,0.01606425702811245,0.010040160642570281,0.13253012048192772,0,0.11044176706827309,0.006024096385542169,0,0.11847389558232932,0.020080321285140562,0.010040160642570281,0.5261044176706827,0,0.04417670682730924,498,94.78,4.22,0.4,0.6
14109,2019,0,0.01217391304347826,0,0.020869565217391306,0.0034782608695652175,0.1582608695652174,0,0.10956521739130434,0.0034782608695652175,0,0.12869565217391304,0.019130434782608695,0.01217391304347826,0.49391304347826087,0,0.03826086956521739,575,91.13,7.48,0.7,0.17
14110,2015,0.00922509225092251,0.01107011070110701,0,0.016605166051660517,0.02029520295202952,0.11439114391143912,0,0.07933579335793357,0.007380073800738007,0,0.17158671586715868,0.033210332103321034,0.02214022140221402,0.46863468634686345,0.005535055350553505,0.04059040590405904,542,95.02,4.98,0,0
14110,2019,0.006944444444444444,0.009722222222222222,0,0.015277777777777777,0.015277777777777777,0.15416666666666667,0,0.10138888888888889,0.006944444444444444,0,0.17916666666666667,0.027777777777777776,0.022222222222222223,0.41805555555555557,0.005555555555555556,0.0375,720,92.08,6.94,0.97,0
14111,2015,0,0.02422145328719723,0,0.03460207612456748,0.01730103806228374,0.14878892733564014,0,0.08996539792387544,0.010380622837370242,0.0034602076124567475,0.13494809688581316,0.01384083044982699,0.01384083044982699,0.4740484429065744,0.006920415224913495,0.02768166089965398,289,94.81,4.84,0.35,0
14111,2019,0.003484320557491289,0.020905923344947737,0,0.0313588850174216,0.013937282229965157,0.15331010452961671,0,0.10801393728222997,0.003484320557491289,0.003484320557491289,0.15331010452961671,0.013937282229965157,0.006968641114982578,0.4425087108013937,0.010452961672473868,0.03484320557491289,287,95.47,3.48,1.05,0
14112,2015,0,0.016172506738544475,0,0.0215633423180593,0.013477088948787063,0.12129380053908356,0,0.15633423180592992,0.005390835579514825,0,0.16442048517520216,0.01078167115902965,0.01078167115902965,0.42048517520215634,0.005390835579514825,0.05390835579514825,371,94.88,5.12,0,0
14112,2019,0.0026954177897574125,0.008086253369272238,0,0.01078167115902965,0.008086253369272238,0.1078167115902965,0,0.15633423180592992,0.0026954177897574125,0,0.18328840970350405,0.013477088948787063,0.018867924528301886,0.4393530997304582,0.01078167115902965,0.03773584905660377,371,94.34,5.39,0.27,0
14113,2015,0.0029850746268656717,0.011940298507462687,0,0.023880597014925373,0.014925373134328358,0.14029850746268657,0,0.10149253731343283,0.008955223880597015,0,0.1880597014925373,0.029850746268656716,0.008955223880597015,0.42686567164179107,0.005970149253731343,0.03582089552238806,335,94.33,5.07,0.3,0.3
14113,2019,0,0.010471204188481676,0.002617801047120419,0.01832460732984293,0.0549738219895288,0.13089005235602094,0,0.10732984293193717,0.005235602094240838,0,0.18586387434554974,0.034031413612565446,0.007853403141361256,0.39790575916230364,0.010471204188481676,0.034031413612565446,382,90.58,8.38,0.79,0.26
14114,2015,0.003601440576230492,0.015606242496998799,0,0.028811524609843937,0.006002400960384154,0.1332533013205282,0,0.10204081632653061,0.003601440576230492,0.0024009603841536613,0.14285714285714285,0.009603841536614645,0.01920768307322929,0.503001200480192,0.0012004801920768306,0.028811524609843937,833,95.56,3.72,0.72,0
14114,2019,0.004137931034482759,0.012413793103448275,0,0.016551724137931035,0.008275862068965517,0.15724137931034482,0,0.12413793103448276,0.004137931034482759,0,0.11172413793103449,0.011034482758620689,0.009655172413793104,0.5172413793103449,0,0.023448275862068966,725,95.45,3.59,0.83,0.14
14115,2015,0.004048582995951417,0.024291497975708502,0,0.016194331983805668,0.020242914979757085,0.12955465587044535,0,0.0931174089068826,0.004048582995951417,0,0.15789473684210525,0.020242914979757085,0.008097165991902834,0.48582995951417,0.004048582995951417,0.032388663967611336,247,97.57,2.43,0,0
14115,2019,0,0.015444015444015444,0,0.019305019305019305,0.019305019305019305,0.11969111969111969,0,0.10810810810810811,0.003861003861003861,0,0.1969111969111969,0.007722007722007722,0.003861003861003861,0.46332046332046334,0.015444015444015444,0.02702702702702703,259,98.46,1.54,0,0
